7227.FBpp0088029 COG0003
7227.FBpp0087300 KOG1721
7227.FBpp0087330 KOG1721
7227.FBpp0087331 KOG1721
7227.FBpp0087421 KOG1721
7227.FBpp0087465 KOG1721
7227.FBpp0087561 KOG1721
7227.FBpp0087772 KOG1721
7227.FBpp0087904 KOG1721
7227.FBpp0088034 KOG1721
7227.FBpp0088052 KOG1721
7227.FBpp0088053 KOG1721
7227.FBpp0088245 KOG1721
7227.FBpp0088268 KOG1721
7227.FBpp0088592 KOG1721
7227.FBpp0088895 KOG1721
7227.FBpp0089118 KOG1721
7227.FBpp0099821 KOG1721
7227.FBpp0099852 KOG1721
7227.FBpp0110176 KOG1721
7227.FBpp0110184 KOG1721
7227.FBpp0111583 KOG1721
7227.FBpp0112003 KOG1721
7227.FBpp0112047 KOG1721
7227.FBpp0112062 KOG1721
7227.FBpp0112133 KOG1721
7227.FBpp0112234 KOG1721
7227.FBpp0112914 KOG1721
7227.FBpp0113116 KOG1721
7227.FBpp0288474 KOG1721
7227.FBpp0288508 KOG1721
7227.FBpp0288736 KOG1721
7227.FBpp0288841 KOG1721
7227.FBpp0289745 KOG1721
7227.FBpp0289808 KOG1721
7227.FBpp0289911 KOG1721
7227.FBpp0289959 KOG1721
7227.FBpp0290136 KOG1721
7227.FBpp0290219 KOG1721
7227.FBpp0290412 KOG1721
7227.FBpp0290458 KOG1721
7227.FBpp0290499 KOG1721
7227.FBpp0290729 KOG1721
7227.FBpp0290861 KOG1721
7227.FBpp0290904 KOG1721
7227.FBpp0290973 KOG1721
7227.FBpp0291188 KOG1721
7227.FBpp0291578 KOG1721
7227.FBpp0292053 KOG1721
7227.FBpp0292193 KOG1721
7227.FBpp0292194 KOG1721
7227.FBpp0292301 KOG1721
7227.FBpp0292405 KOG1721
7227.FBpp0292791 KOG1721
7227.FBpp0293452 KOG1721
7227.FBpp0293522 KOG1721
7227.FBpp0293744 KOG1721
7227.FBpp0297228 KOG1721
7227.FBpp0297865 KOG1721
7227.FBpp0297869 KOG1721
7227.FBpp0297886 KOG1721
7227.FBpp0298300 KOG1721
7227.FBpp0301973 KOG1721
7227.FBpp0303025 KOG1721
7227.FBpp0303719 KOG1721
7227.FBpp0303764 KOG1721
7227.FBpp0304003 KOG1721
7227.FBpp0304078 KOG1721
7227.FBpp0304146 KOG1721
7227.FBpp0304330 KOG1721
7227.FBpp0304333 KOG1721
7227.FBpp0304845 KOG1721
7227.FBpp0304890 KOG1721
7227.FBpp0305001 KOG1721
7227.FBpp0305268 KOG1721
7227.FBpp0305274 KOG1721
7227.FBpp0305280 KOG1721
7227.FBpp0305365 KOG1721
7227.FBpp0305553 KOG1721
7227.FBpp0081820 KOG1727
7227.FBpp0070249 KOG1729
7227.FBpp0289503 KOG1730
7227.FBpp0083547 KOG1731
7227.FBpp0083548 KOG1731
7227.FBpp0083834 KOG1731
7227.FBpp0086873 KOG1731
7227.FBpp0075820 KOG1733
7227.FBpp0110179 KOG1733
7227.FBpp0288960 KOG1733
7227.FBpp0074242 KOG1734
7227.FBpp0072097 KOG1735
7227.FBpp0074378 KOG1735
7227.FBpp0080408 KOG1736
7227.FBpp0072110 KOG1737
7227.FBpp0084176 KOG1737
7227.FBpp0086117 KOG1738
7227.FBpp0076440 KOG1739
7227.FBpp0085281 KOG1744
7227.FBpp0091113 KOG1744
7227.FBpp0091115 KOG1744
7227.FBpp0091117 KOG1744
7227.FBpp0091119 KOG1744
7227.FBpp0091121 KOG1744
7227.FBpp0091123 KOG1744
7227.FBpp0091125 KOG1744
7227.FBpp0091127 KOG1744
7227.FBpp0091129 KOG1744
7227.FBpp0091131 KOG1744
7227.FBpp0091133 KOG1744
7227.FBpp0091135 KOG1744
7227.FBpp0091137 KOG1744
7227.FBpp0091139 KOG1744
7227.FBpp0091141 KOG1744
7227.FBpp0091143 KOG1744
7227.FBpp0091145 KOG1744
7227.FBpp0091147 KOG1744
7227.FBpp0091149 KOG1744
7227.FBpp0091151 KOG1744
7227.FBpp0091153 KOG1744
7227.FBpp0091155 KOG1744
7227.FBpp0079324 KOG1746
7227.FBpp0082352 KOG1747
7227.FBpp0089196 KOG1755
7227.FBpp0271779 KOG1761
7227.FBpp0071210 KOG1766
7227.FBpp0073008 KOG1771
7227.FBpp0083214 KOG1772
7227.FBpp0079167 KOG1776
7227.FBpp0081633 KOG1777
7227.FBpp0074151 KOG1780
7227.FBpp0080488 KOG1781
7227.FBpp0071553 KOG1782
7227.FBpp0072674 KOG1784
7227.FBpp0076342 KOG1785
7227.FBpp0078775 KOG1786
7227.FBpp0079896 KOG1786
7227.FBpp0293022 KOG1786
7227.FBpp0298310 KOG1786
7227.FBpp0288527 KOG1787
7227.FBpp0298310 KOG1787
7227.FBpp0078775 KOG1788
7227.FBpp0087699 KOG1789
7227.FBpp0083688 KOG1791
7227.FBpp0290753 KOG1792
7227.FBpp0298277 KOG1792
7227.FBpp0271898 KOG1796
7227.FBpp0290264 KOG1806
7227.FBpp0081863 KOG1811
7227.FBpp0071688 KOG1812
7227.FBpp0303658 KOG1812
7227.FBpp0076010 KOG1815
7227.FBpp0291679 KOG1815
7227.FBpp0297199 KOG1815
7227.FBpp0073912 KOG1818
7227.FBpp0088692 KOG1818
7227.FBpp0112713 KOG1818
7227.FBpp0293587 KOG1819
7227.FBpp0293341 KOG1820
7227.FBpp0303268 KOG1821
7227.FBpp0081308 KOG1822
7227.FBpp0071744 KOG1823
7227.FBpp0304507 KOG1824
7227.FBpp0297352 KOG1825
7227.FBpp0084326 KOG1826
7227.FBpp0079111 KOG1828
7227.FBpp0071672 KOG1829
7227.FBpp0075727 KOG1829
7227.FBpp0304117 KOG1829
7227.FBpp0111837 KOG1830
7227.FBpp0302981 KOG1830
7227.FBpp0293270 KOG1832
7227.FBpp0085380 KOG1833
7227.FBpp0305853 KOG1834
7227.FBpp0074567 KOG1835
7227.FBpp0076111 KOG1836
7227.FBpp0076722 KOG1836
7227.FBpp0291871 KOG1836
7227.FBpp0078971 KOG1837
7227.FBpp0086380 KOG1839
7227.FBpp0071564 KOG1841
7227.FBpp0079203 KOG1842
7227.FBpp0075510 KOG1844
7227.FBpp0082081 KOG1844
7227.FBpp0293889 KOG1846
7227.FBpp0070171 KOG1847
7227.FBpp0290447 KOG1848
7227.FBpp0084281 KOG1850
7227.FBpp0297918 KOG1852
7227.FBpp0112072 KOG1853
7227.FBpp0288710 KOG1854
7227.FBpp0073893 KOG1858
7227.FBpp0301825 KOG1859
7227.FBpp0305433 KOG1859
7227.FBpp0079776 KOG1861
7227.FBpp0290107 KOG1862
7227.FBpp0083704 KOG1864
7227.FBpp0087061 KOG1864
7227.FBpp0305952 KOG1864
7227.FBpp0076806 KOG1865
7227.FBpp0070793 KOG1867
7227.FBpp0073826 KOG1867
7227.FBpp0288698 KOG1867
7227.FBpp0077041 KOG1868
7227.FBpp0083419 KOG1868
7227.FBpp0292226 KOG1869
7227.FBpp0072486 KOG1871
7227.FBpp0083740 KOG1872
7227.FBpp0304059 KOG1872
7227.FBpp0074423 KOG1874
7227.FBpp0290874 KOG1874
7227.FBpp0072453 KOG1875
7227.FBpp0078831 KOG1876
7227.FBpp0100147 KOG1877
7227.FBpp0305909 KOG1878
7227.FBpp0074831 KOG1879
7227.FBpp0086206 KOG1880
7227.FBpp0083082 KOG1881
7227.FBpp0112453 KOG1882
7227.FBpp0289089 KOG1883
7227.FBpp0071821 KOG1884
7227.FBpp0302573 KOG1886
7227.FBpp0305208 KOG1886
7227.FBpp0111714 KOG1887
7227.FBpp0083749 KOG1891
7227.FBpp0289752 KOG1892
7227.FBpp0289561 KOG1893
7227.FBpp0291425 KOG1893
7227.FBpp0291426 KOG1893
7227.FBpp0291427 KOG1893
7227.FBpp0291429 KOG1893
7227.FBpp0291430 KOG1893
7227.FBpp0075718 KOG1894
7227.FBpp0078372 KOG1895
7227.FBpp0082177 KOG1897
7227.FBpp0072494 KOG1898
7227.FBpp0075555 KOG1899
7227.FBpp0084169 KOG1901
7227.FBpp0072940 KOG1902
7227.FBpp0082340 KOG1904
7227.FBpp0084927 KOG1904
7227.FBpp0303614 KOG1908
7227.FBpp0291508 KOG1910
7227.FBpp0071221 KOG1911
7227.FBpp0074258 KOG1911
7227.FBpp0077134 KOG1911
7227.FBpp0079251 KOG1911
7227.FBpp0081494 KOG1911
7227.FBpp0083702 KOG1911
7227.FBpp0086055 KOG1911
7227.FBpp0086056 KOG1911
7227.FBpp0301988 KOG1913
7227.FBpp0070402 KOG1915
7227.FBpp0079818 KOG1916
7227.FBpp0078162 KOG1917
7227.FBpp0112380 KOG1922
7227.FBpp0288517 KOG1922
7227.FBpp0292356 KOG1922
7227.FBpp0075517 KOG1923
7227.FBpp0303810 KOG1923
7227.FBpp0297103 KOG1924
7227.FBpp0306020 KOG1924
7227.FBpp0070114 KOG1926
7227.FBpp0081439 KOG1927
7227.FBpp0077354 KOG1928
7227.FBpp0289406 KOG1928
7227.FBpp0073648 KOG1929
7227.FBpp0082592 KOG1931
7227.FBpp0076090 KOG1932
7227.FBpp0076932 KOG1933
7227.FBpp0079547 KOG1933
7227.FBpp0085363 KOG1933
7227.FBpp0298836 KOG1934
7227.FBpp0088443 KOG1935
7227.FBpp0075096 KOG1937
7227.FBpp0306028 KOG1938
7227.FBpp0078901 KOG1940
7227.FBpp0088148 KOG1941
7227.FBpp0070243 KOG1944
7227.FBpp0070244 KOG1944
7227.FBpp0072645 KOG1944
7227.FBpp0073039 KOG1944
7227.FBpp0073040 KOG1944
7227.FBpp0073607 KOG1944
7227.FBpp0075803 KOG1944
7227.FBpp0088286 KOG1944
7227.FBpp0290527 KOG1944
7227.FBpp0306211 KOG1944
7227.FBpp0075758 KOG1945
7227.FBpp0293163 KOG1945
7227.FBpp0071835 KOG1947
7227.FBpp0073740 KOG1947
7227.FBpp0074332 KOG1947
7227.FBpp0075864 KOG1947
7227.FBpp0078693 KOG1947
7227.FBpp0080926 KOG1947
7227.FBpp0082374 KOG1947
7227.FBpp0082655 KOG1947
7227.FBpp0082752 KOG1947
7227.FBpp0084796 KOG1947
7227.FBpp0085623 KOG1947
7227.FBpp0087275 KOG1947
7227.FBpp0087767 KOG1947
7227.FBpp0289915 KOG1947
7227.FBpp0087514 KOG1948
7227.FBpp0073100 KOG1952
7227.FBpp0080265 KOG1952
7227.FBpp0080933 KOG1953
7227.FBpp0082123 KOG1954
7227.FBpp0305393 KOG1954
7227.FBpp0079817 KOG1955
7227.FBpp0079343 KOG1959
7227.FBpp0079344 KOG1959
7227.FBpp0079346 KOG1959
7227.FBpp0079620 KOG1959
7227.FBpp0081509 KOG1959
7227.FBpp0082633 KOG1959
7227.FBpp0292117 KOG1959
7227.FBpp0302811 KOG1959
7227.FBpp0078760 KOG1961
7227.FBpp0072480 KOG1962
7227.FBpp0113107 KOG1963
7227.FBpp0079710 KOG1964
7227.FBpp0078425 KOG1967
7227.FBpp0077229 KOG1969
7227.FBpp0077230 KOG1969
7227.FBpp0077232 KOG1969
7227.FBpp0075917 KOG1971
7227.FBpp0073818 KOG1972
7227.FBpp0082180 KOG1974
7227.FBpp0111417 KOG1974
7227.FBpp0305454 KOG1974
7227.FBpp0080257 KOG1975
7227.FBpp0288937 KOG1976
7227.FBpp0070786 KOG1981
7227.FBpp0074126 KOG1982
7227.FBpp0087141 KOG1982
7227.FBpp0289604 KOG1983
7227.FBpp0297544 KOG1983
7227.FBpp0099767 KOG1987
7227.FBpp0290376 KOG1987
7227.FBpp0076132 KOG1988
7227.FBpp0078604 KOG1989
7227.FBpp0080729 KOG1989
7227.FBpp0081095 KOG1994
7227.FBpp0071847 KOG1995
7227.FBpp0073996 KOG1995
7227.FBpp0081902 KOG1995
7227.FBpp0110561 KOG1996
7227.FBpp0077762 KOG1997
7227.FBpp0293271 KOG1997
7227.FBpp0303337 KOG1997
7227.FBpp0304510 KOG1997
7227.FBpp0073672 KOG2000
7227.FBpp0075793 KOG2000
7227.FBpp0080344 KOG2000
7227.FBpp0074544 KOG2001
7227.FBpp0075793 KOG2001
7227.FBpp0076535 KOG2001
7227.FBpp0078164 KOG2006
7227.FBpp0290722 KOG2008
7227.FBpp0294031 KOG2008
7227.FBpp0073918 KOG2010
7227.FBpp0083039 KOG2022
7227.FBpp0076708 KOG2023
7227.FBpp0076711 KOG2023
7227.FBpp0074414 KOG2026
7227.FBpp0074415 KOG2026
7227.FBpp0076658 KOG2027
7227.FBpp0084387 KOG2029
7227.FBpp0088571 KOG2029
7227.FBpp0077263 KOG2031
7227.FBpp0071261 KOG2032
7227.FBpp0082093 KOG2033
7227.FBpp0070259 KOG2034
7227.FBpp0084036 KOG2037
7227.FBpp0072679 KOG2041
7227.FBpp0291746 KOG2041
7227.FBpp0072735 KOG2043
7227.FBpp0075526 KOG2043
7227.FBpp0070135 KOG2047
7227.FBpp0086749 KOG2047
7227.FBpp0305742 KOG2048
7227.FBpp0076918 KOG2050
7227.FBpp0071072 KOG2051
7227.FBpp0083238 KOG2053
7227.FBpp0082727 KOG2054
7227.FBpp0086314 KOG2055
7227.FBpp0089151 KOG2056
7227.FBpp0288790 KOG2057
7227.FBpp0076097 KOG2059
7227.FBpp0290770 KOG2060
7227.FBpp0305807 KOG2060
7227.FBpp0072162 KOG2061
7227.FBpp0082103 KOG2061
7227.FBpp0083022 KOG2063
7227.FBpp0298281 KOG2064
7227.FBpp0079623 KOG2065
7227.FBpp0305699 KOG2066
7227.FBpp0079833 KOG2069
7227.FBpp0111797 KOG2070
7227.FBpp0291500 KOG2071
7227.FBpp0078584 KOG2072
7227.FBpp0304176 KOG2073
7227.FBpp0086676 KOG2074
7227.FBpp0075887 KOG2075
7227.FBpp0076687 KOG2075
7227.FBpp0077033 KOG2075
7227.FBpp0293498 KOG2075
7227.FBpp0297318 KOG2075
7227.FBpp0305171 KOG2075
7227.FBpp0297722 KOG2076
7227.FBpp0076483 KOG2077
7227.FBpp0076695 KOG2079
7227.FBpp0077399 KOG2081
7227.FBpp0086142 KOG2081
7227.FBpp0074103 KOG2085
7227.FBpp0082978 KOG2085
7227.FBpp0084574 KOG2085
7227.FBpp0290265 KOG2085
7227.FBpp0088069 KOG2086
7227.FBpp0288978 KOG2086
7227.FBpp0289272 KOG2086
7227.FBpp0080183 KOG2087
7227.FBpp0082933 KOG2087
7227.FBpp0084273 KOG2087
7227.FBpp0289593 KOG2087
7227.FBpp0288741 KOG2088
7227.FBpp0079207 KOG2091
7227.FBpp0086352 KOG2092
7227.FBpp0071048 KOG2101
7227.FBpp0077416 KOG2101
7227.FBpp0080016 KOG2101
7227.FBpp0083026 KOG2101
7227.FBpp0086045 KOG2101
7227.FBpp0087950 KOG2101
7227.FBpp0081262 KOG2103
7227.FBpp0080616 KOG2104
7227.FBpp0305904 KOG2104
7227.FBpp0294057 KOG2109
7227.FBpp0302863 KOG2110
7227.FBpp0304068 KOG2110
7227.FBpp0081440 KOG2111
7227.FBpp0302676 KOG2113
7227.FBpp0070045 KOG2114
7227.FBpp0079409 KOG2115
7227.FBpp0073597 KOG2117
7227.FBpp0078592 KOG2120
7227.FBpp0083937 KOG2122
7227.FBpp0084720 KOG2122
7227.FBpp0073127 KOG2123
7227.FBpp0073239 KOG2123
7227.FBpp0071165 KOG2127
7227.FBpp0072618 KOG2127
7227.FBpp0075054 KOG2129
7227.FBpp0083632 KOG2130
7227.FBpp0080615 KOG2131
7227.FBpp0289936 KOG2132
7227.FBpp0297776 KOG2132
7227.FBpp0297777 KOG2132
7227.FBpp0305263 KOG2133
7227.FBpp0303743 KOG2135
7227.FBpp0081148 KOG2136
7227.FBpp0084711 KOG2137
7227.FBpp0303969 KOG2137
7227.FBpp0075534 KOG2138
7227.FBpp0071254 KOG2139
7227.FBpp0290898 KOG2139
7227.FBpp0080638 KOG2140
7227.FBpp0072768 KOG2141
7227.FBpp0075617 KOG2146
7227.FBpp0082928 KOG2147
7227.FBpp0074993 KOG2148
7227.FBpp0071102 KOG2149
7227.FBpp0070413 KOG2152
7227.FBpp0070561 KOG2154
7227.FBpp0087973 KOG2155
7227.FBpp0077190 KOG2156
7227.FBpp0081758 KOG2156
7227.FBpp0289629 KOG2156
7227.FBpp0073200 KOG2157
7227.FBpp0074177 KOG2157
7227.FBpp0078935 KOG2157
7227.FBpp0084177 KOG2157
7227.FBpp0289333 KOG2157
7227.FBpp0084550 KOG2158
7227.FBpp0290053 KOG2158
7227.FBpp0288666 KOG2161
7227.FBpp0080138 KOG2162
7227.FBpp0084171 KOG2162
7227.FBpp0070425 KOG2163
7227.FBpp0072708 KOG2164
7227.FBpp0072065 KOG2165
7227.FBpp0073659 KOG2168
7227.FBpp0082467 KOG2168
7227.FBpp0075997 KOG2169
7227.FBpp0087651 KOG2169
7227.FBpp0070658 KOG2170
7227.FBpp0075072 KOG2171
7227.FBpp0078500 KOG2171
7227.FBpp0303949 KOG2171
7227.FBpp0086285 KOG2173
7227.FBpp0304283 KOG2174
7227.FBpp0082285 KOG2175
7227.FBpp0083436 KOG2176
7227.FBpp0079210 KOG2177
7227.FBpp0083320 KOG2177
7227.FBpp0086007 KOG2177
7227.FBpp0113114 KOG2177
7227.FBpp0289359 KOG2177
7227.FBpp0291638 KOG2177
7227.FBpp0293081 KOG2177
7227.FBpp0302877 KOG2177
7227.FBpp0302955 KOG2177
7227.FBpp0305661 KOG2177
7227.FBpp0077151 KOG2180
7227.FBpp0072101 KOG2181
7227.FBpp0076608 KOG2182
7227.FBpp0083169 KOG2182
7227.FBpp0083170 KOG2182
7227.FBpp0083171 KOG2182
7227.FBpp0112159 KOG2182
7227.FBpp0080895 KOG2183
7227.FBpp0078765 KOG2184
7227.FBpp0079480 KOG2185
7227.FBpp0087437 KOG2186
7227.FBpp0088044 KOG2188
7227.FBpp0293521 KOG2190
7227.FBpp0291831 KOG2191
7227.FBpp0089363 KOG2192
7227.FBpp0293680 KOG2193
7227.FBpp0086294 KOG2196
7227.FBpp0079732 KOG2199
7227.FBpp0110582 KOG2200
7227.FBpp0111544 KOG2200
7227.FBpp0077073 KOG2202
7227.FBpp0305600 KOG2202
7227.FBpp0084876 KOG2204
7227.FBpp0288908 KOG2204
7227.FBpp0304247 KOG2205
7227.FBpp0081027 KOG2207
7227.FBpp0080361 KOG2208
7227.FBpp0085859 KOG2208
7227.FBpp0072517 KOG2210
7227.FBpp0087535 KOG2210
7227.FBpp0297588 KOG2210
7227.FBpp0080552 KOG2211
7227.FBpp0080554 KOG2213
7227.FBpp0084351 KOG2215
7227.FBpp0072056 KOG2216
7227.FBpp0088537 KOG2217
7227.FBpp0076549 KOG2218
7227.FBpp0082766 KOG2219
7227.FBpp0073911 KOG2220
7227.FBpp0075450 KOG2220
7227.FBpp0084610 KOG2220
7227.FBpp0087755 KOG2225
7227.FBpp0087072 KOG2226
7227.FBpp0297417 KOG2228
7227.FBpp0087709 KOG2229
7227.FBpp0303775 KOG2232
7227.FBpp0304313 KOG2233
7227.FBpp0293859 KOG2235
7227.FBpp0080647 KOG2236
7227.FBpp0303909 KOG2238
7227.FBpp0073731 KOG2240
7227.FBpp0073732 KOG2240
7227.FBpp0073735 KOG2240
7227.FBpp0073736 KOG2240
7227.FBpp0077736 KOG2240
7227.FBpp0086895 KOG2240
7227.FBpp0088324 KOG2240
7227.FBpp0082488 KOG2242
7227.FBpp0290145 KOG2242
7227.FBpp0293114 KOG2243
7227.FBpp0077305 KOG2246
7227.FBpp0077306 KOG2246
7227.FBpp0077375 KOG2246
7227.FBpp0078855 KOG2246
7227.FBpp0079388 KOG2246
7227.FBpp0100164 KOG2246
7227.FBpp0100165 KOG2246
7227.FBpp0111669 KOG2246
7227.FBpp0271759 KOG2246
7227.FBpp0288714 KOG2246
7227.FBpp0288792 KOG2246
7227.FBpp0297910 KOG2246
7227.FBpp0085689 KOG2247
7227.FBpp0304126 KOG2251
7227.FBpp0113105 KOG2252
7227.FBpp0302730 KOG2252
7227.FBpp0070765 KOG2253
7227.FBpp0084347 KOG2257
7227.FBpp0071178 KOG2259
7227.FBpp0072660 KOG2260
7227.FBpp0087238 KOG2261
7227.FBpp0085763 KOG2264
7227.FBpp0082917 KOG2265
7227.FBpp0297079 KOG2265
7227.FBpp0099856 KOG2266
7227.FBpp0085954 KOG2271
7227.FBpp0070761 KOG2279
7227.FBpp0077508 KOG2279
7227.FBpp0081459 KOG2280
7227.FBpp0070103 KOG2287
7227.FBpp0070606 KOG2287
7227.FBpp0079197 KOG2287
7227.FBpp0079198 KOG2287
7227.FBpp0087154 KOG2287
7227.FBpp0087155 KOG2287
7227.FBpp0087156 KOG2287
7227.FBpp0293524 KOG2287
7227.FBpp0087807 KOG2288
7227.FBpp0088796 KOG2291
7227.FBpp0304506 KOG2291
7227.FBpp0073058 KOG2293
7227.FBpp0085354 KOG2295
7227.FBpp0081508 KOG2296
7227.FBpp0078393 KOG2297
7227.FBpp0082507 KOG2300
7227.FBpp0089047 KOG2301
7227.FBpp0111727 KOG2301
7227.FBpp0111866 KOG2301
7227.FBpp0292707 KOG2301
7227.FBpp0298326 KOG2301
7227.FBpp0300662 KOG2301
7227.FBpp0297171 KOG2306
7227.FBpp0082568 KOG2307
7227.FBpp0079257 KOG2308
7227.FBpp0085442 KOG2312
7227.FBpp0302587 KOG2320
7227.FBpp0080211 KOG2321
7227.FBpp0076591 KOG2325
7227.FBpp0081861 KOG2327
7227.FBpp0303611 KOG2329
7227.FBpp0072119 KOG2340
7227.FBpp0113081 KOG2341
7227.FBpp0289298 KOG2341
7227.FBpp0072187 KOG2343
7227.FBpp0076339 KOG2344
7227.FBpp0081116 KOG2345
7227.FBpp0085829 KOG2346
7227.FBpp0077208 KOG2347
7227.FBpp0074686 KOG2350
7227.FBpp0080918 KOG2352
7227.FBpp0085614 KOG2353
7227.FBpp0291664 KOG2353
7227.FBpp0292805 KOG2353
7227.FBpp0293237 KOG2353
7227.FBpp0304633 KOG2353
7227.FBpp0077946 KOG2354
7227.FBpp0111793 KOG2356
7227.FBpp0305448 KOG2357
7227.FBpp0290525 KOG2359
7227.FBpp0072696 KOG2361
7227.FBpp0111303 KOG2361
7227.FBpp0300419 KOG2365
7227.FBpp0079549 KOG2366
7227.FBpp0086315 KOG2366
7227.FBpp0080897 KOG2369
7227.FBpp0305187 KOG2369
7227.FBpp0076997 KOG2370
7227.FBpp0079501 KOG2373
7227.FBpp0083319 KOG2376
7227.FBpp0292155 KOG2377
7227.FBpp0089178 KOG2381
7227.FBpp0086524 KOG2384
7227.FBpp0074288 KOG2389
7227.FBpp0078055 KOG2389
7227.FBpp0088179 KOG2389
7227.FBpp0077582 KOG2390
7227.FBpp0075088 KOG2391
7227.FBpp0081216 KOG2393
7227.FBpp0080551 KOG2397
7227.FBpp0083050 KOG2397
7227.FBpp0112119 KOG2398
7227.FBpp0300807 KOG2400
7227.FBpp0078139 KOG2401
7227.FBpp0075607 KOG2405
7227.FBpp0113078 KOG2405
7227.FBpp0072781 KOG2406
7227.FBpp0071123 KOG2407
7227.FBpp0072828 KOG2408
7227.FBpp0080619 KOG2408
7227.FBpp0082814 KOG2408
7227.FBpp0082883 KOG2408
7227.FBpp0082932 KOG2408
7227.FBpp0083696 KOG2408
7227.FBpp0088343 KOG2408
7227.FBpp0289120 KOG2408
7227.FBpp0293660 KOG2408
7227.FBpp0303681 KOG2408
7227.FBpp0075756 KOG2409
7227.FBpp0087775 KOG2412
7227.FBpp0080688 KOG2416
7227.FBpp0086535 KOG2417
7227.FBpp0084568 KOG2418
7227.FBpp0303784 KOG2418
7227.FBpp0076407 KOG2422
7227.FBpp0075969 KOG2425
7227.FBpp0075970 KOG2425
7227.FBpp0078353 KOG2428
7227.FBpp0083273 KOG2428
7227.FBpp0304832 KOG2429
7227.FBpp0080019 KOG2430
7227.FBpp0084785 KOG2431
7227.FBpp0070764 KOG2432
7227.FBpp0075316 KOG2433
7227.FBpp0085517 KOG2433
7227.FBpp0085308 KOG2434
7227.FBpp0084839 KOG2435
7227.FBpp0086999 KOG2437
7227.FBpp0305943 KOG2441
7227.FBpp0077740 KOG2443
7227.FBpp0290043 KOG2443
7227.FBpp0081907 KOG2444
7227.FBpp0087936 KOG2445
7227.FBpp0088527 KOG2447
7227.FBpp0070087 KOG2449
7227.FBpp0083713 KOG2458
7227.FBpp0083714 KOG2458
7227.FBpp0088455 KOG2459
7227.FBpp0076244 KOG2460
7227.FBpp0304191 KOG2461
7227.FBpp0072462 KOG2462
7227.FBpp0080293 KOG2462
7227.FBpp0080298 KOG2462
7227.FBpp0080299 KOG2462
7227.FBpp0083051 KOG2462
7227.FBpp0289582 KOG2462
7227.FBpp0305342 KOG2462
7227.FBpp0305343 KOG2462
7227.FBpp0086128 KOG2465
7227.FBpp0074345 KOG2469
7227.FBpp0087605 KOG2469
7227.FBpp0304251 KOG2469
7227.FBpp0082112 KOG2471
7227.FBpp0080700 KOG2473
7227.FBpp0070175 KOG2475
7227.FBpp0087219 KOG2476
7227.FBpp0073887 KOG2477
7227.FBpp0077500 KOG2478
7227.FBpp0078508 KOG2478
7227.FBpp0082019 KOG2479
7227.FBpp0088565 KOG2479
7227.FBpp0071893 KOG2482
7227.FBpp0074785 KOG2483
7227.FBpp0291035 KOG2483
7227.FBpp0303995 KOG2483
7227.FBpp0084827 KOG2488
7227.FBpp0073557 KOG2489
7227.FBpp0077166 KOG2489
7227.FBpp0083043 KOG2490
7227.FBpp0078316 KOG2491
7227.FBpp0297556 KOG2494
7227.FBpp0074446 KOG2497
7227.FBpp0077983 KOG2497
7227.FBpp0081475 KOG2498
7227.FBpp0074128 KOG2500
7227.FBpp0088961 KOG2502
7227.FBpp0070377 KOG2504
7227.FBpp0072490 KOG2504
7227.FBpp0074451 KOG2504
7227.FBpp0074452 KOG2504
7227.FBpp0074453 KOG2504
7227.FBpp0074460 KOG2504
7227.FBpp0085408 KOG2504
7227.FBpp0086346 KOG2504
7227.FBpp0086661 KOG2504
7227.FBpp0087139 KOG2504
7227.FBpp0289988 KOG2504
7227.FBpp0291376 KOG2504
7227.FBpp0291719 KOG2504
7227.FBpp0302837 KOG2504
7227.FBpp0304667 KOG2504
7227.FBpp0076481 KOG2507
7227.FBpp0088543 KOG2510
7227.FBpp0290308 KOG2510
7227.FBpp0077173 KOG2512
7227.FBpp0074146 KOG2513
7227.FBpp0080263 KOG2513
7227.FBpp0112944 KOG2514
7227.FBpp0288570 KOG2514
7227.FBpp0291654 KOG2514
7227.FBpp0084183 KOG2515
7227.FBpp0081608 KOG2516
7227.FBpp0071869 KOG2521
7227.FBpp0085372 KOG2521
7227.FBpp0071542 KOG2524
7227.FBpp0079578 KOG2526
7227.FBpp0076142 KOG2528
7227.FBpp0076907 KOG2530
7227.FBpp0070683 KOG2532
7227.FBpp0071801 KOG2532
7227.FBpp0071802 KOG2532
7227.FBpp0071804 KOG2532
7227.FBpp0071806 KOG2532
7227.FBpp0073555 KOG2532
7227.FBpp0077083 KOG2532
7227.FBpp0077146 KOG2532
7227.FBpp0077623 KOG2532
7227.FBpp0079876 KOG2532
7227.FBpp0080090 KOG2532
7227.FBpp0083296 KOG2532
7227.FBpp0085229 KOG2532
7227.FBpp0085369 KOG2532
7227.FBpp0085628 KOG2532
7227.FBpp0085814 KOG2532
7227.FBpp0085816 KOG2532
7227.FBpp0085818 KOG2532
7227.FBpp0086261 KOG2532
7227.FBpp0086593 KOG2532
7227.FBpp0087925 KOG2532
7227.FBpp0288424 KOG2532
7227.FBpp0289506 KOG2532
7227.FBpp0290993 KOG2532
7227.FBpp0291857 KOG2532
7227.FBpp0292797 KOG2532
7227.FBpp0303629 KOG2532
7227.FBpp0086881 KOG2538
7227.FBpp0080120 KOG2543
7227.FBpp0078978 KOG2545
7227.FBpp0297920 KOG2546
7227.FBpp0088855 KOG2548
